Time (seconds),time_ms,value,label
310.17,308969,4,loud
310.28,309073,0,loud
310.38,309177,0,loud
310.49,309281,0,loud
310.59,309386,0,loud
310.70,309493,0,loud
310.80,309597,0,loud
310.91,309701,0,loud
311.01,309805,0,loud
311.14,309933,0,loud
311.24,310037,0,loud
311.35,310142,0,loud
311.45,310249,0,loud
311.56,310353,0,loud
311.66,310457,0,loud
311.77,310562,0,loud
311.87,310669,0,loud
311.98,310773,0,loud
312.08,310877,0,loud
312.19,310981,0,loud
312.29,311085,0,loud
312.39,311189,0,loud
312.52,311313,0,loud
312.62,311417,0,loud
312.73,311521,0,loud
312.83,311625,0,loud
312.93,311730,122,loud
313.04,311837,59,loud
313.15,311941,127,loud
313.25,312045,92,loud
313.35,312150,1,loud
313.46,312257,0,loud
313.57,312361,0,loud
313.67,312465,99,loud
313.79,312589,93,loud
313.90,312693,95,loud
314.00,312798,45,loud
314.11,312905,114,loud
314.21,313009,51,loud
314.32,313113,78,loud
314.42,313217,127,loud
314.53,313322,53,loud
314.63,313430,129,loud
314.74,313537,139,loud
314.85,313641,54,loud
314.97,313765,1,loud
315.07,313869,0,loud
315.18,313974,0,loud
315.29,314082,0,loud
315.39,314189,110,loud
315.50,314293,81,loud
315.60,314397,105,loud
315.71,314502,131,loud
315.81,314609,67,loud
315.92,314713,85,loud
316.02,314817,96,loud
316.13,314921,49,loud
316.25,315045,119,loud
316.35,315149,96,loud
316.46,315253,36,loud
316.56,315357,128,loud
316.67,315461,50,loud
316.77,315565,46,loud
316.87,315669,45,loud
316.98,315773,0,loud
317.08,315877,68,loud
317.19,315981,124,loud
317.29,316085,57,loud
317.52,316313,0,loud
317.62,316417,0,loud
317.73,316521,0,loud
317.83,316625,0,loud
317.93,316729,0,loud
318.04,316833,0,loud
318.14,316938,0,loud
318.25,317045,0,loud
318.35,317150,0,loud
318.46,317257,0,loud
318.57,317361,0,loud
318.67,317466,0,loud
318.80,317593,0,loud
318.90,317697,0,loud
319.01,317801,0,loud
319.11,317905,0,loud
319.21,318009,0,loud
319.32,318114,122,loud
319.43,318221,107,loud
319.53,318325,128,loud
319.63,318429,98,loud
319.74,318534,9,loud
319.85,318641,125,loud
319.95,318745,79,loud
320.08,318873,121,loud
320.18,318977,140,loud
320.29,319085,107,loud
320.40,319193,140,loud
320.50,319297,56,loud
320.61,319401,165,loud
320.71,319505,137,loud
320.82,319609,147,loud
320.92,319717,133,loud
321.03,319821,70,loud
321.13,319925,28,loud
321.26,320053,0,loud
321.36,320157,88,loud
321.47,320261,55,loud
321.57,320365,120,loud
321.67,320469,0,loud
321.78,320573,23,loud
321.88,320677,147,loud
321.99,320781,148,loud
322.09,320885,15,loud
322.19,320989,82,loud
322.30,321093,52,loud
322.40,321197,0,loud
322.53,321321,92,loud
322.63,321425,94,loud
322.74,321533,0,loud
322.84,321637,0,loud
322.95,321741,0,loud
323.05,321845,0,loud
323.15,321949,0,loud
323.26,322054,0,loud
323.37,322161,0,loud
323.47,322265,128,loud
323.57,322369,71,loud
323.68,322473,49,loud
323.80,322597,132,loud
323.91,322701,13,loud
324.01,322805,11,loud
324.11,322910,83,loud
324.22,323017,126,loud
324.33,323121,132,loud
324.43,323226,148,loud
324.54,323333,49,loud
324.64,323437,0,loud
324.75,323541,144,loud
324.85,323645,102,loud
324.98,323774,45,loud
325.09,323881,13,loud
325.19,323985,0,loud
325.29,324089,0,loud
325.40,324193,0,loud
325.50,324297,0,loud
325.61,324401,0,loud
325.71,324505,96,loud
325.81,324609,146,loud
325.92,324713,123,loud
326.02,324817,129,loud
326.13,324921,135,loud
326.25,325049,145,loud
326.36,325153,113,loud
326.46,325257,76,loud
326.57,325361,115,loud
326.67,325470,140,loud
326.78,325577,111,loud
326.89,325681,89,loud
326.99,325785,83,loud
327.09,325890,117,loud
327.20,325998,41,loud
327.31,326105,0,loud
327.44,326233,0,loud
327.54,326337,0,loud
327.65,326441,0,loud
327.75,326545,0,loud
327.85,326649,0,loud
327.96,326754,0,loud
328.07,326862,0,loud
328.17,326969,0,loud
328.28,327073,0,loud
328.38,327177,0,loud
328.49,327281,88,loud
328.59,327385,90,loud
328.69,327489,85,loud
328.82,327613,94,loud
328.92,327717,144,loud
329.03,327821,66,loud
329.13,327925,150,loud
329.23,328029,83,loud
329.34,328133,173,loud
329.44,328237,50,loud
329.55,328341,113,loud
329.65,328445,15,loud
329.75,328549,125,loud
329.86,328653,40,loud
329.98,328777,112,loud
330.09,328881,71,loud
330.19,328985,137,loud
330.29,329089,127,loud
330.40,329193,0,loud
330.50,329297,0,loud
330.61,329401,0,loud
330.71,329505,0,loud
330.81,329609,88,loud
330.92,329713,116,loud
331.02,329817,41,loud
331.13,329921,26,loud
331.25,330050,79,loud
331.36,330157,4,loud
331.47,330261,127,loud
331.57,330365,139,loud
331.67,330469,115,loud
331.78,330573,73,loud
331.88,330678,113,loud
331.99,330786,0,loud
332.10,330893,145,loud
332.20,330997,90,loud
332.31,331101,69,loud
332.43,331230,56,loud
332.54,331337,73,loud
332.65,331441,72,loud
332.75,331545,130,loud
332.85,331649,149,loud
332.96,331754,23,loud
333.07,331862,0,loud
333.17,331969,0,loud
333.28,332073,0,loud
333.38,332177,0,loud
333.49,332281,0,loud
333.59,332385,0,loud
333.71,332509,0,loud
333.82,332613,154,loud
333.92,332717,47,loud
334.03,332821,146,loud
334.13,332925,66,loud
334.23,333030,197,loud
334.34,333137,86,loud
334.45,333241,122,loud
334.55,333345,70,loud
334.65,333449,0,loud
334.76,333553,0,loud
334.87,333666,146,loud
334.99,333781,198,loud
335.09,333885,189,loud
335.19,333989,129,loud
335.30,334098,37,loud
335.41,334205,0,loud
335.51,334309,0,loud
335.62,334413,0,loud
335.72,334517,157,loud
335.83,334621,125,loud
335.93,334727,75,loud
336.04,334833,7,loud
336.16,334957,139,loud
336.27,335061,108,loud
336.37,335165,4,loud
336.48,335274,0,loud
336.59,335381,0,loud
336.69,335485,78,loud
336.79,335590,151,loud
336.90,335697,7,loud
337.01,335801,100,loud
337.11,335905,104,loud
337.21,336009,23,loud
337.32,336113,11,loud
337.56,336354,0,loud
337.67,336461,0,loud
337.77,336565,0,loud
337.87,336669,0,loud
337.98,336773,0,loud
338.08,336877,0,loud
338.19,336981,0,loud
338.29,337085,0,loud
338.39,337189,0,loud
338.50,337293,0,loud
338.60,337397,0,loud
338.71,337501,0,loud
338.83,337629,0,loud
338.94,337733,0,loud
339.04,337837,0,loud
339.15,337941,0,quiet
339.25,338046,0,quiet
339.36,338154,0,quiet
339.47,338261,0,quiet
339.57,338365,0,quiet
339.67,338470,0,quiet
339.78,338577,45,quiet
339.89,338681,48,quiet
340.00,338793,0,quiet
340.11,338909,0,quiet
340.22,339013,0,quiet
340.32,339117,0,quiet
340.43,339221,15,quiet
340.53,339326,0,quiet
340.64,339433,0,quiet
340.74,339537,31,quiet
340.85,339641,17,quiet
340.95,339745,0,quiet
341.05,339849,17,quiet
341.16,339954,0,quiet
341.28,340077,0,quiet
341.39,340181,0,quiet
341.49,340285,0,quiet
341.59,340389,0,quiet
341.70,340494,0,quiet
341.81,340601,0,quiet
341.91,340705,0,quiet
342.01,340809,0,quiet
342.12,340913,0,quiet
342.22,341017,0,quiet
342.33,341126,0,quiet
342.44,341233,0,quiet
342.56,341357,0,quiet
342.67,341461,0,quiet
342.77,341565,0,quiet
342.87,341670,0,quiet
342.98,341777,0,quiet
343.09,341881,0,quiet
343.19,341985,0,quiet
343.29,342089,0,quiet
343.40,342193,0,quiet
343.50,342298,0,quiet
343.61,342405,0,quiet
343.74,342533,0,quiet
343.84,342637,0,quiet
343.95,342741,0,quiet
344.05,342846,0,quiet
344.16,342953,0,quiet
344.26,343057,0,quiet
344.37,343161,0,quiet
344.47,343265,0,quiet
344.57,343370,0,quiet
344.68,343477,0,quiet
344.79,343581,0,quiet
344.89,343685,0,quiet
345.01,343809,0,quiet
345.12,343914,0,quiet
345.23,344021,0,quiet
345.33,344125,0,quiet
345.43,344230,0,quiet
345.54,344337,0,quiet
345.65,344441,0,quiet
345.75,344546,0,quiet
345.86,344653,0,quiet
345.96,344757,29,quiet
346.07,344861,11,quiet
346.19,344989,0,quiet
346.30,345094,7,quiet
346.41,345201,0,quiet
346.51,345305,0,quiet
346.61,345409,0,quiet
346.72,345513,0,quiet
346.82,345617,0,quiet
346.93,345721,0,quiet
347.03,345825,0,quiet
347.13,345929,0,quiet
347.24,346033,0,quiet
347.34,346137,0,quiet
347.47,346262,0,quiet
347.57,346369,0,quiet
347.68,346473,0,quiet
347.78,346577,0,quiet
347.89,346681,0,quiet
347.99,346786,0,quiet
348.10,346893,0,quiet
348.20,346997,0,quiet
348.31,347102,0,quiet
348.41,347209,0,quiet
348.52,347313,0,quiet
348.62,347417,0,quiet
348.75,347541,0,quiet
348.85,347645,0,quiet
348.95,347749,0,quiet
349.06,347853,0,quiet
349.16,347957,0,quiet
349.27,348061,0,quiet
349.37,348165,0,quiet
349.47,348269,0,quiet
349.58,348373,0,quiet
349.68,348477,0,quiet
349.79,348582,0,quiet
349.91,348709,0,quiet
350.02,348813,0,quiet
350.12,348917,0,quiet
350.23,349021,0,quiet
350.33,349127,0,quiet
350.44,349233,0,quiet
350.54,349337,0,quiet
350.65,349441,0,quiet
350.75,349545,0,quiet
350.85,349649,0,quiet
350.96,349754,0,quiet
351.07,349861,0,quiet
351.19,349990,0,quiet
351.30,350097,0,quiet
351.41,350201,0,quiet
351.51,350306,0,quiet
351.62,350413,0,quiet
351.72,350517,0,quiet
351.83,350621,0,quiet
351.93,350725,0,quiet
352.03,350829,0,quiet
352.14,350933,0,quiet
352.24,351037,0,quiet
352.35,351142,0,quiet
352.47,351269,0,quiet
352.58,351373,0,quiet
352.68,351477,0,quiet
352.79,351581,0,quiet
352.89,351685,0,quiet
352.99,351789,0,quiet
353.10,351894,0,quiet
353.21,352002,0,quiet
353.31,352109,0,quiet
353.42,352213,0,quiet
353.52,352317,0,quiet
353.65,352445,0,quiet
353.76,352553,0,quiet
353.86,352657,0,quiet
353.97,352761,0,quiet
354.07,352865,0,quiet
354.17,352969,0,quiet
354.28,353073,0,quiet
354.38,353178,0,medium
354.49,353285,0,medium
354.59,353389,0,medium
354.70,353493,4,medium
354.80,353597,64,medium
354.93,353721,48,medium
355.03,353826,0,medium
355.14,353933,64,medium
355.24,354037,0,medium
355.35,354141,0,medium
355.45,354246,0,medium
355.56,354353,0,medium
355.66,354457,0,medium
355.77,354561,0,medium
355.87,354665,0,medium
355.97,354769,0,medium
356.10,354893,0,medium
356.20,354997,0,medium
356.31,355101,0,medium
356.41,355205,21,medium
356.51,355309,19,medium
356.62,355413,1,medium
356.72,355517,0,medium
356.83,355621,23,medium
356.93,355725,0,medium
357.03,355829,0,medium
357.14,355933,0,medium
357.37,356165,0,medium
357.47,356269,42,medium
357.58,356373,111,medium
357.68,356477,100,medium
357.79,356586,0,medium
357.90,356693,82,medium
358.00,356797,7,medium
358.11,356902,56,medium
358.21,357009,26,medium
358.32,357113,44,medium
358.45,357241,0,medium
358.55,357345,0,medium
358.65,357449,0,medium
358.76,357553,0,medium
358.86,357657,0,medium
358.97,357762,9,medium
359.07,357869,0,medium
359.18,357973,0,medium
359.28,358077,0,medium
359.39,358181,0,medium
359.49,358289,0,medium
359.60,358394,0,medium
359.72,358517,0,medium
359.83,358622,55,medium
359.93,358729,57,medium
360.04,358833,85,medium
360.14,358938,105,medium
360.25,359045,1,medium
360.35,359149,11,medium
360.46,359253,42,medium
360.56,359357,67,medium
360.67,359466,0,medium
360.80,359593,53,medium
360.90,359697,0,medium
361.01,359801,0,medium
361.11,359905,53,medium
361.21,360009,0,medium
361.32,360113,0,medium
361.42,360217,0,medium
361.53,360321,0,medium
361.63,360425,0,medium
361.73,360529,0,medium
361.84,360633,0,medium
361.97,360761,0,medium
362.07,360865,0,medium
362.17,360969,0,medium
362.28,361073,0,medium
362.39,361182,0,medium
362.49,361289,0,medium
362.60,361393,0,medium
362.70,361497,0,medium
362.81,361602,0,medium
362.91,361710,0,medium
363.02,361817,21,medium
363.15,361945,39,medium
363.25,362049,26,medium
363.36,362153,58,medium
363.47,362262,28,medium
363.57,362369,13,medium
363.68,362473,0,medium
363.78,362577,0,medium
363.89,362681,0,medium
363.99,362785,0,medium
364.09,362889,0,medium
364.20,362993,0,medium
364.33,363121,0,medium
364.43,363225,0,medium
364.53,363331,0,medium
364.64,363438,0,medium
364.75,363545,0,medium
364.85,363649,39,medium
364.96,363753,0,medium
365.06,363857,0,medium
365.17,363961,72,medium
365.27,364065,43,medium
365.37,364169,0,medium
365.50,364299,55,medium
365.61,364405,11,medium
365.72,364514,43,medium
365.83,364621,1,medium
365.93,364725,62,medium
366.03,364829,15,medium
366.14,364933,0,medium
366.25,365041,0,medium
366.35,365145,15,medium
366.45,365249,23,medium
366.56,365353,35,medium
366.69,365481,0,medium
366.79,365586,0,medium
366.90,365693,0,medium
367.00,365797,0,medium
367.11,365901,0,medium
367.21,366005,0,medium
367.31,366110,0,medium
367.42,366218,0,medium
367.53,366325,24,medium
367.63,366429,59,medium
367.74,366533,0,medium
367.87,366661,0,medium
367.97,366770,0,medium
368.08,366878,0,medium
368.19,366985,26,medium
368.29,367089,0,medium
368.40,367193,0,medium
368.50,367297,0,medium
368.61,367401,0,medium
368.71,367505,0,medium
368.81,367609,0,medium
368.92,367713,0,medium
369.05,367842,0,medium
369.15,367949,0,medium
369.26,368053,0,medium
369.36,368157,0,medium
369.47,368261,0,medium
369.57,368365,0,medium
369.68,368474,0,medium
369.79,368581,0,medium
369.89,368685,0,medium
369.99,368789,0,medium
370.10,368893,0,medium
370.23,369021,0,medium
370.33,369125,0,quiet
370.43,369229,0,quiet
370.54,369333,0,quiet
370.64,369437,0,quiet
370.75,369546,0,quiet
370.86,369653,108,quiet
370.96,369757,41,quiet
371.07,369862,4,quiet
371.17,369969,0,quiet
371.28,370073,0,quiet
371.38,370177,0,quiet
371.51,370301,0,quiet
371.61,370405,0,quiet
371.71,370509,0,quiet
371.82,370613,0,quiet
371.92,370718,0,quiet
372.03,370825,0,quiet
372.13,370929,0,quiet
372.24,371033,0,quiet
372.34,371137,0,quiet
372.45,371241,0,quiet
372.55,371346,0,quiet
372.67,371461,0,quiet
372.78,371577,0,quiet
372.89,371681,0,quiet
372.99,371786,0,quiet
373.10,371893,0,quiet
373.20,371997,0,quiet
373.31,372101,0,quiet
373.41,372205,0,quiet
373.51,372309,0,quiet
373.62,372413,0,quiet
373.72,372518,0,quiet
373.83,372625,0,quiet
373.96,372753,0,quiet
374.06,372857,0,quiet
374.17,372962,0,quiet
374.27,373069,0,quiet
374.38,373173,0,quiet
374.48,373277,0,quiet
374.59,373381,0,quiet
374.69,373485,0,quiet
374.79,373589,0,quiet
374.90,373698,0,quiet
375.01,373805,0,quiet
375.11,373909,0,quiet
375.24,374033,0,quiet
375.35,374142,0,quiet
375.45,374249,0,quiet
375.56,374353,0,quiet
375.66,374457,0,quiet
375.77,374561,0,quiet
375.87,374666,0,quiet
375.98,374773,0,quiet
376.08,374877,0,quiet
376.19,374981,0,quiet
376.29,375085,0,quiet
376.53,375322,0,quiet
376.63,375430,0,quiet
376.74,375537,0,quiet
376.85,375641,0,quiet
376.95,375745,0,quiet
377.05,375849,0,quiet
377.16,375953,0,quiet
377.26,376057,0,quiet
377.37,376161,0,quiet
377.47,376265,0,quiet
377.57,376369,0,quiet
377.68,376473,0,quiet
377.81,376601,0,quiet
377.91,376705,0,quiet
378.01,376809,0,quiet
378.12,376913,0,quiet
378.22,377017,0,quiet
378.33,377126,0,quiet
378.44,377233,0,quiet
378.54,377337,0,quiet
378.65,377442,0,quiet
378.75,377549,0,quiet
378.86,377653,0,quiet
378.96,377757,0,quiet
379.09,377881,0,quiet
379.19,377985,0,quiet
379.29,378089,0,quiet
379.40,378193,0,quiet
379.50,378297,0,quiet
379.61,378402,0,quiet
379.71,378509,0,quiet
379.82,378613,0,quiet
379.92,378717,0,quiet
380.03,378821,0,quiet
380.13,378930,0,quiet
380.26,379057,0,quiet
380.37,379161,0,quiet
380.47,379265,0,quiet
380.57,379369,0,quiet
380.68,379473,0,quiet
380.78,379577,0,quiet
380.89,379681,0,quiet
380.99,379785,0,quiet
381.09,379889,0,quiet
381.20,379993,0,quiet
381.31,380102,0,quiet
381.41,380209,0,quiet
381.54,380333,0,quiet
381.64,380437,0,quiet
381.75,380542,0,quiet
381.85,380649,0,quiet
381.96,380753,0,quiet
382.06,380857,0,quiet
382.17,380961,0,quiet
382.27,381065,0,quiet
382.37,381169,0,quiet
382.48,381273,0,quiet
382.58,381377,0,quiet
382.69,381481,0,quiet
382.81,381605,0,quiet
382.91,381709,0,quiet
383.02,381813,0,quiet
383.12,381917,0,quiet
383.23,382021,0,quiet
383.33,382125,0,quiet
383.43,382229,0,quiet
383.54,382333,0,quiet
383.64,382437,0,quiet
383.75,382541,0,quiet
383.85,382645,0,quiet
383.98,382773,0,quiet
384.08,382877,0,quiet
384.19,382985,0,quiet
384.29,383089,0,quiet
384.40,383193,0,quiet
384.50,383298,0,quiet
384.61,383405,0,quiet
384.71,383509,0,quiet
384.82,383613,0,quiet
384.92,383717,0,quiet
385.03,383821,0,quiet
385.13,383925,0,quiet
385.25,384049,0,quiet
385.36,384153,0,quiet
385.46,384258,0,quiet
385.57,384365,0,quiet
385.67,384469,0,quiet
385.78,384573,0,quiet
385.88,384678,0,quiet
385.99,384785,0,quiet
386.09,384889,0,quiet
386.20,384993,0,quiet
386.30,385097,0,quiet
386.41,385209,0,quiet
386.53,385325,0,quiet
386.63,385429,0,quiet
386.74,385533,0,quiet
386.84,385637,0,quiet
386.95,385741,0,quiet
387.05,385845,0,quiet
387.15,385949,0,quiet
387.26,386053,0,quiet
387.36,386157,0,quiet
387.47,386261,0,quiet
387.57,386365,0,quiet
387.70,386493,0,quiet
387.80,386597,0,quiet
387.91,386701,0,quiet
388.01,386805,0,quiet
388.11,386909,0,quiet
388.22,387013,0,quiet
388.32,387117,0,quiet
388.43,387221,0,quiet
388.53,387325,0,quiet
388.63,387430,0,quiet
388.74,387537,0,quiet
388.85,387642,0,quiet
388.97,387765,0,quiet
389.07,387870,0,quiet
389.18,387977,0,quiet
389.29,388081,0,quiet
389.39,388185,0,quiet
389.49,388289,0,quiet
389.60,388393,0,quiet
389.70,388497,0,quiet
389.81,388601,0,quiet
389.91,388705,0,quiet
390.01,388809,0,quiet
390.14,388937,0,quiet
390.25,389041,0,quiet
390.35,389145,0,quiet
390.45,389249,0,quiet
390.56,389354,0,quiet
390.67,389461,0,quiet
390.77,389565,0,quiet
390.87,389669,0,quiet
390.98,389773,0,quiet
391.08,389877,0,quiet
391.19,389982,0,quiet
391.29,390089,0,quiet
391.42,390213,0,quiet
391.52,390317,0,quiet
391.63,390422,0,quiet
391.73,390529,0,quiet
391.84,390633,0,quiet
391.94,390737,0,quiet
392.05,390841,0,quiet
392.15,390945,0,quiet
392.25,391049,0,quiet
392.36,391153,0,quiet
392.46,391257,0,quiet
392.57,391362,0,quiet
392.69,391485,0,quiet
392.79,391589,0,quiet
392.90,391693,0,quiet
393.00,391797,0,quiet
393.11,391901,0,quiet
393.21,392005,0,quiet
393.31,392109,0,quiet
393.42,392214,0,quiet
393.53,392322,0,quiet
393.63,392429,0,quiet
393.74,392533,0,quiet
393.87,392661,0,quiet
393.97,392766,0,quiet
394.08,392873,0,quiet
394.18,392977,0,quiet
394.29,393081,0,quiet
394.39,393185,0,quiet
394.49,393289,0,quiet
394.60,393393,0,quiet
394.70,393497,0,quiet
394.81,393601,0,quiet
394.91,393705,0,quiet
395.01,393809,0,quiet
395.14,393933,0,quiet
395.24,394038,0,quiet
395.35,394146,0,quiet
395.46,394253,0,quiet
395.56,394357,0,quiet
395.67,394461,0,quiet
395.77,394566,0,quiet
395.88,394673,0,quiet
395.98,394777,0,quiet
396.09,394881,0,quiet
396.19,394985,0,quiet
396.29,395089,0,quiet
396.53,395321,0,quiet
396.63,395425,0,quiet
396.73,395529,0,quiet
396.84,395633,0,quiet
396.95,395742,0,quiet
397.05,395849,0,quiet
397.16,395953,0,quiet
397.26,396057,0,quiet
397.37,396162,0,quiet
397.47,396269,0,quiet
397.58,396377,0,quiet
397.71,396505,0,quiet
397.81,396609,0,quiet
397.92,396713,0,quiet
398.02,396818,0,quiet
398.13,396926,0,quiet
398.24,397033,0,quiet
398.34,397137,0,quiet
398.45,397241,0,quiet
398.55,397345,0,quiet
398.65,397449,0,quiet
398.76,397553,0,quiet
398.86,397657,0,quiet
398.99,397781,0,quiet
399.09,397885,0,quiet
399.19,397989,1,quiet
399.30,398093,0,quiet
399.40,398198,0,quiet
399.51,398305,0,quiet
399.61,398409,0,quiet
399.72,398513,0,quiet
399.83,398622,0,quiet
399.93,398729,0,quiet
400.04,398833,0,quiet
400.15,398945,0,quiet
400.27,399061,0,quiet
400.37,399169,0,quiet
400.48,399273,0,quiet
400.58,399377,0,quiet
400.69,399481,0,quiet
400.79,399585,0,quiet
400.89,399689,0,quiet
401.00,399793,0,quiet
401.10,399898,0,quiet
401.21,400005,0,quiet
401.31,400109,0,quiet
401.44,400238,0,quiet
401.55,400345,0,quiet
401.65,400449,0,quiet
401.76,400553,0,quiet
401.86,400657,0,quiet
401.97,400761,0,quiet
402.07,400866,0,quiet
402.18,400973,0,quiet
402.28,401077,0,quiet
402.39,401181,0,quiet
402.49,401285,0,quiet
402.59,401389,0,quiet
402.72,401513,0,quiet
402.82,401617,0,quiet
402.93,401721,0,quiet
403.03,401825,0,quiet
403.13,401929,0,quiet
403.24,402033,0,quiet
403.34,402138,0,quiet
403.45,402245,0,quiet
403.55,402349,0,quiet
403.66,402453,0,quiet
403.76,402557,0,quiet
403.89,402686,0,quiet
404.00,402793,0,quiet
404.10,402897,0,quiet
404.21,403001,0,quiet
404.31,403105,0,quiet
404.41,403209,0,quiet
404.52,403313,0,quiet
404.62,403417,0,quiet
404.73,403521,0,quiet
404.83,403625,0,quiet
404.93,403729,0,quiet
405.04,403833,0,quiet
405.17,403961,0,quiet
405.27,404065,0,quiet
405.37,404169,0,quiet
405.48,404273,0,quiet
405.59,404382,0,quiet
405.69,404489,0,quiet
405.80,404593,0,quiet
405.90,404697,0,quiet
406.01,404802,0,quiet
406.11,404910,0,quiet
406.22,405017,0,quiet
406.33,405121,0,quiet
406.45,405245,0,quiet
406.55,405349,0,quiet
406.66,405453,0,quiet
406.76,405557,0,quiet
